date,ret14593,ret10107,ret84788,ret47896,ret22111,ret55976,ret59408,ret83443,ret18163,ret11850,ret66093,ret92655,ret26403,ret59328,ret65875,ret17778,ret66181,ret11308,ret22752,ret14541,ret38703,ret21936,ret76076,ret13856,ret19561,ret70519,ret10104,ret75510,ret20482,ret19393
2000-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-04,0.022425794121580717,0.013022796296819314,-0.003944393883366105,0.0021483886638780252,0.0007253562922070726,-0.02030089321562302,-0.0029963140155669413,527.2901870574053,0.006270898470070036,1.0886107630364286,3.572182304927411,-0.032683567349609643,-0.00042791384155969783,-0.008778900329112329,-0.003478944308202648,0.20861411371203778,0.005321591249212152,-0.008230214972546335,-0.0026380737719589073,0.01645651586559923,0.0018927153061389485,-0.0004974646199343424,0.0004764759200369373,-0.006895466791750184,-0.017451064340951325,0.01532913369115393,0.03615714543317103,-0.051420817305459894,0.0198109721022732,-0.028155293847596494
2000-04-05,-28.004820433034315,207.58066258402883,0.015114581427190275,5797.23299390159,0.0025252551781005717,0.012653583595722565,3.610990222252475,231.42450032819593,0.009480523820460246,-0.027049975246210507,-0.015822134679532397,78.34372341589776,-426.76728742791886,483.83491403293726,0.009570473292191602,479.9460224225138,-521.6041451232423,-0.005355457566559741,-1.0155934664960273,0.0014942467278823714,-812.4519717893218,20.20834854287895,117.93302212760238,-1.8696925727188312,0.007437889995659852,-667.3540265411134,230.8447148386916,-0.010290217059833004,-0.012953963150322257,-9.62292295778757
2000-04-06,-245.1483143135973,62.701452954281685,0.016727242175659195,978.4635958688804,-0.012245934054952617,0.00638404302028795,0.016367918179418434,502.2932013120213,0.012924140084026512,-0.00646208203024699,0.0024219765471620983,534.7264468453985,-424.73036576560514,93.29652276397636,-0.006413166236267926,-636.6077437182655,21476.20850337342,-0.01884374509934797,0.04507096406870503,0.015820055153729612,204.53636369229048,48.49851447315151,-50.07285200366305,-6.185190661066905,0.006923428006112991,15.386029381189925,-63.937284945057264,-0.012159413879341432,-606.8253558388209,2486.6923703058046
2000-04-07,-21.74637431335024,-196.6354206921791,-0.035809085133527215,-164.61837998102772,-0.01054657479815406,-0.0030911606328206122,0.010577337691213134,-9.59631929181294,-0.02075441028239734,-253.1123403341759,0.007671386366494815,-45.896299174635395,78.43507059878918,-1118.3955279643194,-0.0046151681650732634,128.6969404207568,-352.38664491123683,-0.0005350756842102881,0.7367659472253895,-0.0030208339460166336,11.00636108312222,5.8274803511975914,8.352106714614312,-0.4184938918829137,0.0008172079825497742,161.10728373941348,-0.5780396023424165,-0.035544267250957724,143.2845276714887,-1579.6721101372605
2000-04-10,28.230084593424245,-727.2634023588879,-0.001693307186723957,-1238.0854644002247,-0.005026588123427737,-0.10652282376174504,0.01826516590958185,17.659308412074697,-0.03230561432623541,-1.3605094159132012,97.57660883501421,-2680.695762176565,1347.65145775967,-189.18327533292123,0.009012629779307878,-883.3541413485824,-104.61389101521294,0.0019357264317016536,-0.009886449427616314,0.0036933780651687742,24.593935136000102,231.86853495640744,-5.283117763646875,66.54796529243994,-0.0007170462265646541,40.80143371004351,-9.875558861079059,-0.005134692240375657,-0.022381209410943292,-0.5497997684900074
2000-04-11,6.100484550236182,621.4048813848613,0.010721015092419307,-290.75363804312923,0.0012800477388622273,0.004979134523417667,0.013585184157683608,585.0347194008945,-0.11752944777873668,-0.055337545218684864,0.009338939667808575,-530.7981340420603,-401.5697141209747,130.06002672480733,0.0029589292029769637,54.910173804984865,289.90767709676146,-0.0036081081692705126,0.003271358529135961,0.0012909626320052607,-27.96846218794057,1.0849768511519144,65.09217670455726,74.94361491717859,-0.0010299371971381332,315.80834021808215,0.020041587342976966,-0.006526854556759873,-0.000261611381487264,0.004059394143009485
2000-04-12,145.11493455330677,-53.49977472106581,0.438539376500679,1488.5535035648359,-0.010807351800256588,3.5335744566381013,0.00193695207989728,347.64146066886093,-856.0455958904861,-0.02433659897637763,0.007152995667884365,20.571128633698244,649.9259321701345,109.55456292099414,0.00045377025768398395,-829.1560951939371,8.45519354112572,-0.008480896351680723,-0.005611874200167863,-0.0021525873324260837,1.1707487073860072,2.4975818102569525,71.16410729787859,-96.97067533891605,-0.00965197025934256,98.9026310683151,0.03645617307726651,-0.06789753651202123,-0.005143424112864772,-0.024067118970803925
2000-04-13,-0.9745774806694472,-177.39955338005663,0.037269496741444606,-15.177449027384473,-0.009191356442703117,-0.6320248434947917,-0.0004069525972642275,-7.190022268945193,-0.4532895447667611,0.036682742671386215,0.006850279183034144,1521.279416917755,592.5392771659859,84.85591320237427,0.001527667026827593,62.088499488531816,-19.10031941024576,-0.0323463838639324,-0.0017565451589660699,0.0029513587722461163,-0.9771221994278946,-1.9754410686543853,9.485084039983812,-150.72308654074124,-0.007333804039469381,160.98837071034973,-0.03711526949386817,-0.0033071945345969013,-0.009198941180165215,0.07732721376286628
2000-04-14,50.232559115302095,6.324240652613907,27.59612262909199,-7.226201575564699,-0.004735829560816725,0.009361550752363751,0.01977916192122673,-23.428326361969226,-0.4252096344066686,0.015501967924728527,0.00884856541321085,268.80342734793993,-4.503118337517138,897.8505444377553,0.00196258278602101,-8.89778928028337,-37.251498078355205,0.002071768888102042,-0.00809743824245675,0.00199883413865704,-23.309102896151742,63.977568466959646,-98.27396580309484,15.702410258299565,-0.006509247498522186,-75.16810635454873,0.08770732602141307,0.038633802528707246,-49.82253496705744,-0.16674154599363045
2000-04-17,296.20667913680415,6.303080027621596,-43.47972305999157,-270.6225816071165,-0.0051494388848598235,0.006928748015366255,0.002405449476049532,-13.584879843823696,0.0038342808907111054,0.014072779634031463,0.011026747311731684,-84.36336662120735,-0.10260326543679703,392.5748373529965,0.01123770550694106,-70.10981589662973,50.67685889595025,-0.009093253030964669,-0.01551715739099038,0.001700368369854582,-0.12185471159509845,-76.97755623030066,1676.5521991192295,14.317194553299625,-0.022684818671285092,4.1657578333578655,-0.07710902892932336,-0.027190386978096597,-0.0850992926366342,-0.11140579676700238
2000-04-18,54.0171363887255,2.130159993810445,-0.3787682370748362,1193.4841983010383,-0.006084856685021949,0.0012892784649617725,0.005935221070905834,-814.7170386163871,-0.00837523655263213,-0.011982477732268099,0.005731193077391309,-584.3867086558948,68.31182474892044,84.49842867278313,0.00011791600586615072,-3.4480010676672666,407.9711425843662,-0.011499585813511673,-0.004163410492543375,0.0006221414370029912,4.649903337817938,87.18771615838267,189.43692216383295,-4.73845105022629,-0.16797304753085282,-56.74552735734767,34.321882272487905,-0.01569216104603965,0.010806340045759802,-0.027977984629773647
2000-04-19,-95.7710457069802,-47.351344787745695,-0.06764875045441049,15.5468861175029,-0.009453919239234245,-0.007919300725470788,-0.003367403015473885,42.87145170242792,-314.75531624013087,0.011311839341048499,-0.024980066150319703,211.03549472340106,27.248955946394716,-102.4349520706604,0.006240144251757059,-1.2175449160459644,-988.4407632119005,-5.2412265897468986e-05,-0.01385332104238074,0.0035380518093375097,-14.025396334436698,3.012207179966899,4.599174830384463,13.777214871066603,0.002449262083310506,9.30362352629258,-0.06192840396407496,-0.04066658322370047,-0.07935966250654505,-0.028728317781772338
2000-04-20,7.671996291041531,15.779946028450029,-0.04984251573252505,2741.1316604748517,-0.010809746994911357,-0.0003724555638636821,-0.004982152114855019,35.94106828440874,-0.46648398732926194,0.009499257254272182,0.165823717443532,-26.80397887369819,-11.06282201845904,-52.89051085497097,0.0013910625680105758,-36.606573000927355,263.5218239131289,-0.022834009183493206,-0.0200055504474215,0.005810279798503438,20.24504321177752,14.150355666830508,-6.959822943190406,30.52977192984963,0.00911692313380199,31.76480022441721,0.012106530523936815,0.024996956144778922,-0.027108835558906922,-0.055662677599715694
2000-04-24,15.776079341054784,3.8247135132532892,0.13421056285593402,559.174158036321,0.42642725103087636,-0.00693334075641998,0.000950810997841913,-5.400227084552674,-0.9348941364858859,-0.023280148747727162,-0.0019190168632543965,10.900674353147009,-0.7164837812673601,80.15304921100335,-0.0018371428991932782,-3.791024409455379,21.219016282042833,0.0012013937112962155,-0.01359618341931239,0.006325086961033357,-0.2710392919068534,-3.751611962106777,6.0013544598811865,0.48838434059497016,0.08465191893158072,1.9233130638492957,-0.0010926864220751119,-0.0474024878173745,7.715090791928836,-0.006234624392613078
2000-04-25,-790.0904526072236,-0.5335554706201519,-0.1600842694221852,-1473.0544115847197,-0.0024213643897852684,0.0019232563090633894,0.01281055537832837,207.56522927313068,0.8594618903860665,0.03001480345963923,0.004200072748315581,1182.3926078297534,-11.13310009332468,201.4593698876005,0.004705245267553563,1.077791884101828,17.60782071468626,5.576307806737956,0.011311419741655906,0.0017123148212736593,-2.706147886428322,92.2895352592341,-273.2493660329774,1.9904996295471464,17.755897056077128,14.115357589077757,-0.04465207388748791,0.017432399837252668,-0.09188012249152949,-0.01000614652589116
2000-04-26,198.24651412854897,14.968011885764176,-0.055763010816061935,-503.38026080554846,-0.1995590106096652,-0.005387999323716883,0.0009634347452110847,1.9337333340494791,-0.02599304539539975,0.021758931573603604,0.005880825110381143,22.452066335187958,145.46927644919666,-3.4288128714706185,0.006338275631380751,1.2453948206334415,21.771157255460366,-0.08681962301412278,-0.04941790951259995,0.0028033426097621244,-2.7646908078467995,-27.237752286569748,65.51921311683749,0.8297142330454859,3.0653941787393126,-13.02448616901141,0.01869760773694244,0.026085955029661583,0.049545594192660414,-0.008500296405324674
2000-04-27,-1.652871444284171,2.0480559922013213,-0.09606529300524516,-28.567289790654602,38.34806740659886,0.001310337229931604,0.0010168683417717981,0.7553446053904221,-0.02535157846464288,0.007193137971820916,0.006964715149443951,5.60204337129034,12.95732913464809,-4.774134037506185,0.005461415895562846,0.8838770540820247,-2.8442365132294487,0.018688767181932738,0.2069438518940585,0.009331138695098261,1.0499394063628862,-160.94502672870308,-35.75262737699606,1.7785244148351846,0.11471160463982776,-3.403445789497303,0.02563068112305235,-0.007670952528670756,0.00014890144934046921,-0.005839278981671401
2000-04-28,-53.74103961737621,9.403490160228747,-0.05246708485147809,-10.6882042468425,-3.5669301928886945,0.0018592299080173165,0.04039682250194098,6.998872089410095,-0.011263248700592693,-0.0016528292980396231,-0.0006159735676495355,0.37336956319108244,-0.6071331679744396,64.179523038373,-0.0009275147231323631,-0.1595869723463125,4.832316170463937,-0.2946457815919942,0.007501670555509466,0.0041303334724367875,0.1002794065142113,-10.832703034647462,-0.9118612626350728,-43.76250300171143,0.04223801080354808,0.14836630656725963,-0.06515293144044547,0.02609464174977611,-0.014634475051756163,-0.005734530135726661
2000-05-01,6.44060532162036,8.658671426630503,-0.040271867981708266,1002.7922068448855,-0.15132743235785145,0.0005971031717637955,0.03661919888651578,-42.845670971088566,0.10730372450948539,0.006909189865313264,-0.001184199497444653,-2.2877528337234274,5.079139882605648,-4.886890659358017,-0.001353437528505266,-0.08395155541967764,-30.37051167505863,0.0007519227860325334,-0.010968573174890865,0.0026711846192933705,1.1938802314535744,0.2521079173077412,10.526530323994852,-1.1398391737660645,0.03770944480413988,-2.025420944712921,-0.025140028110948075,-0.01911822273846344,-0.012197968210182444,0.009007019455472621
2000-05-02,-1.5566439565662478,18.306958680691423,-0.016778796240111766,33.49437196752387,-0.16384434641010287,0.0005767563047203837,0.0015988753861426884,6.2805571203117925,0.048098089563452816,-0.010788969314757863,0.0032365353113302433,7.011907065904321,3.200108951356639,0.04574684500838364,0.0063113087954993615,0.16259982299327022,-7.586038087317771,0.015442232870045201,0.013058837470819025,0.00859138425328378,0.03167884647416694,-1.0217785849829502,8.12873373644782,0.8700644640299142,0.007155259994815549,0.763970604705445,-0.009470459512814493,-0.019215454067238843,0.0009051548874932692,-0.003298835595713321
2000-05-03,-44.28590738360088,17.183127621500944,0.024314644296393625,-4.335597490197194,1.4869578104521592,0.030962487968784275,-0.002856845997434611,-13.659390772447807,0.03957958919748151,-0.016992798451441554,0.009202803731525088,-53.41132083954628,0.057998551382453196,1.3514560041346317,0.0017495649124573565,341.97781783548976,2.062592002790061,-0.016338572500078138,0.009901703625696378,0.0005271785758106597,0.021607000219216934,689.6866197606182,25.79614571062145,0.4849346674295983,0.0058834966927773106,-0.2557971647541286,-0.0013346152943862024,-0.00884110006524867,5.808978550468531e-05,-0.013034538243941771
